scenario,seed,t_event,trigger_type,retrieval_arm,field_name,query,topk_ids,citations,gold_value,predicted_value,field_correct,p_min_pred,p_min_oracle,delta_p_min,under_reservation,over_reservation,verifier_passed,fallback_used,source_generation_arm
S6_moderate_decay,42,0,initial_normal,oracle_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,42,0,initial_normal,oracle_z,reliability_target,,,,0.99,0.99,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,42,0,initial_normal,oracle_z,channel_margin_policy,,,,nominal,nominal,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,42,0,initial_normal,oracle_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,43,0,initial_normal,oracle_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,43,0,initial_normal,oracle_z,reliability_target,,,,0.99,0.99,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,43,0,initial_normal,oracle_z,channel_margin_policy,,,,nominal,nominal,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,43,0,initial_normal,oracle_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,44,0,initial_normal,oracle_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,44,0,initial_normal,oracle_z,reliability_target,,,,0.99,0.99,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,44,0,initial_normal,oracle_z,channel_margin_policy,,,,nominal,nominal,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,44,0,initial_normal,oracle_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,true,false,oracle
S6_moderate_decay,42,250,sla_upgrade,oracle_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,42,250,sla_upgrade,oracle_z,reliability_target,,,,0.999,0.999,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,42,250,sla_upgrade,oracle_z,channel_margin_policy,,,,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,42,250,sla_upgrade,oracle_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,43,250,sla_upgrade,oracle_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,43,250,sla_upgrade,oracle_z,reliability_target,,,,0.999,0.999,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,43,250,sla_upgrade,oracle_z,channel_margin_policy,,,,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,43,250,sla_upgrade,oracle_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,44,250,sla_upgrade,oracle_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,44,250,sla_upgrade,oracle_z,reliability_target,,,,0.999,0.999,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,44,250,sla_upgrade,oracle_z,channel_margin_policy,,,,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,44,250,sla_upgrade,oracle_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,true,false,oracle
S6_moderate_decay,42,0,initial_normal,no_retrieval_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,42,0,initial_normal,no_retrieval_z,reliability_target,,,,0.99,0.99,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,42,0,initial_normal,no_retrieval_z,channel_margin_policy,,,,nominal,pessimistic_quantile,false,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,42,0,initial_normal,no_retrieval_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,43,0,initial_normal,no_retrieval_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,43,0,initial_normal,no_retrieval_z,reliability_target,,,,0.99,0.99,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,43,0,initial_normal,no_retrieval_z,channel_margin_policy,,,,nominal,pessimistic_quantile,false,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,43,0,initial_normal,no_retrieval_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,44,0,initial_normal,no_retrieval_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,44,0,initial_normal,no_retrieval_z,reliability_target,,,,0.99,0.99,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,44,0,initial_normal,no_retrieval_z,channel_margin_policy,,,,nominal,pessimistic_quantile,false,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,44,0,initial_normal,no_retrieval_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,42,250,sla_upgrade,no_retrieval_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,42,250,sla_upgrade,no_retrieval_z,reliability_target,,,,0.999,0.999,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,42,250,sla_upgrade,no_retrieval_z,channel_margin_policy,,,,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,42,250,sla_upgrade,no_retrieval_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,43,250,sla_upgrade,no_retrieval_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,43,250,sla_upgrade,no_retrieval_z,reliability_target,,,,0.999,0.999,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,43,250,sla_upgrade,no_retrieval_z,channel_margin_policy,,,,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,43,250,sla_upgrade,no_retrieval_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,44,250,sla_upgrade,no_retrieval_z,formula_id,,,,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,44,250,sla_upgrade,no_retrieval_z,reliability_target,,,,0.999,0.999,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,44,250,sla_upgrade,no_retrieval_z,channel_margin_policy,,,,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,44,250,sla_upgrade,no_retrieval_z,service_rule,,,,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,false,true,no_retrieval_default
S6_moderate_decay,42,0,initial_normal,ordinary_rag_z,formula_id,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,42,0,initial_normal,ordinary_rag_z,reliability_target,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,0.99,0.999,false,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,42,0,initial_normal,ordinary_rag_z,channel_margin_policy,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,nominal,pessimistic_quantile,false,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,42,0,initial_normal,ordinary_rag_z,service_rule,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,43,0,initial_normal,ordinary_rag_z,formula_id,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,43,0,initial_normal,ordinary_rag_z,reliability_target,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,0.99,0.999,false,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,43,0,initial_normal,ordinary_rag_z,channel_margin_policy,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,nominal,pessimistic_quantile,false,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,43,0,initial_normal,ordinary_rag_z,service_rule,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,44,0,initial_normal,ordinary_rag_z,formula_id,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,44,0,initial_normal,ordinary_rag_z,reliability_target,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,0.99,0.999,false,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,44,0,initial_normal,ordinary_rag_z,channel_margin_policy,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,nominal,pessimistic_quantile,false,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,44,0,initial_normal,ordinary_rag_z,service_rule,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,42,250,sla_upgrade,ordinary_rag_z,formula_id,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,42,250,sla_upgrade,ordinary_rag_z,reliability_target,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,0.999,0.999,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,42,250,sla_upgrade,ordinary_rag_z,channel_margin_policy,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,42,250,sla_upgrade,ordinary_rag_z,service_rule,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,43,250,sla_upgrade,ordinary_rag_z,formula_id,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,43,250,sla_upgrade,ordinary_rag_z,reliability_target,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,0.999,0.999,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,43,250,sla_upgrade,ordinary_rag_z,channel_margin_policy,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,43,250,sla_upgrade,ordinary_rag_z,service_rule,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,44,250,sla_upgrade,ordinary_rag_z,formula_id,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,44,250,sla_upgrade,ordinary_rag_z,reliability_target,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,0.999,0.999,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,44,250,sla_upgrade,ordinary_rag_z,channel_margin_policy,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,pessimistic_quantile,pessimistic_quantile,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,44,250,sla_upgrade,ordinary_rag_z,service_rule,Compile the URLLC safety constraint specification for this slice.,E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG E_SCENE_BURST,serve_offered_plus_backlog,serve_offered_plus_backlog,true,100,100,0,0,0,true,false,ordinary_rag_llm
S6_moderate_decay,42,0,initial_normal,state_aware_rag_z,formula_id,Compile the URLLC safety constraint specification for this slice. stable channel nominal load d_urllc=16.0 backlog_urllc=1.0 channel=0.84,E_SCENE_NORMAL E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_FORMULA_LOAD_BACKLOG E_REL_UPGRADE_999,E_SCENE_NORMAL E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,true,false,state_aware_rag_llm
S6_moderate_decay,42,0,initial_normal,state_aware_rag_z,reliability_target,Compile the URLLC safety constraint specification for this slice. stable channel nominal load d_urllc=16.0 backlog_urllc=1.0 channel=0.84,E_SCENE_NORMAL E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_FORMULA_LOAD_BACKLOG E_REL_UPGRADE_999,E_SCENE_NORMAL E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG,0.99,0.999,false,40,40,0,0,0,true,false,state_aware_rag_llm
S6_moderate_decay,42,0,initial_normal,state_aware_rag_z,channel_margin_policy,Compile the URLLC safety constraint specification for this slice. stable channel nominal load d_urllc=16.0 backlog_urllc=1.0 channel=0.84,E_SCENE_NORMAL E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_FORMULA_LOAD_BACKLOG E_REL_UPGRADE_999,E_SCENE_NORMAL E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG,nominal,nominal,true,40,40,0,0,0,true,false,state_aware_rag_llm
S6_moderate_decay,42,0,initial_normal,state_aware_rag_z,service_rule,Compile the URLLC safety constraint specification for this slice. stable channel nominal load d_urllc=16.0 backlog_urllc=1.0 channel=0.84,E_SCENE_NORMAL E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_FORMULA_LOAD_BACKLOG E_REL_UPGRADE_999,E_SCENE_NORMAL E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG,serve_offered_plus_backlog,serve_offered_plus_backlog,true,40,40,0,0,0,true,false,state_aware_rag_llm
S6_moderate_decay,43,0,initial_normal,state_aware_rag_z,formula_id,Compile the URLLC safety constraint specification for this slice. stable channel nominal load d_urllc=16.0 backlog_urllc=1.0 channel=0.84,E_SCENE_NORMAL E_DISTR_LEGACY_NOMINAL E_DISTR_GENERIC_CONSTRAINT E_FORMULA_LOAD_BACKLOG E_REL_UPGRADE_999,E_SCENE_NORMAL E_REL_UPGRADE_999 E_FORMULA_LOAD_BACKLOG,load_backlog_over_spectral_efficiency,load_backlog_over_spectral_efficiency,true,40,40,0,0,0,true,false,state_aware_rag_llm
